%Frame Number	Image Center x	Image Center y	World Center x	World Center y	Area	Orientation	Compactness
475	682.738	470.19	0	0	1100	-0.546395	0.357262
476	682.73	470.079	0	0	1108	-0.544462	0.35986
477	682.738	470.07	0	0	1104.5	-0.544401	0.356596
478	682.768	470.013	0	0	1104.5	-0.544001	0.36087
479	682.793	470.057	0	0	1108	-0.544466	0.35986
480	682.759	470.131	0	0	1108	-0.543622	0.35986
481	682.874	470.117	0	0	1102	-0.545444	0.362214
482	683.174	470.114	0	0	1102	-0.543756	0.362214
483	683.147	470.11	0	0	1104	-0.543214	0.362872
484	683.099	470.131	0	0	1103	-0.543631	0.362543
485	683.013	470.189	0	0	1104.5	-0.542275	0.36087
486	683.027	470.231	0	0	1099.5	-0.543091	0.359236
487	683.152	470.144	0	0	1113	-0.54067	0.358457
488	683.19	470.137	0	0	1113	-0.540823	0.358457
489	683.172	470.131	0	0	1115	-0.540577	0.359102
490	683.218	470.091	0	0	1114.5	-0.540319	0.35682
491	683.215	470.1	0	0	1115.5	-0.540415	0.357141
492	682.924	470.197	0	0	1102	-0.542505	0.362214
493	682.959	470.193	0	0	1105	-0.542144	0.3632
494	683.017	470.121	0	0	1110	-0.541742	0.364844
495	682.914	470.154	0	0	1107.5	-0.541373	0.36185
496	682.932	470	0	0	1102.5	-0.545328	0.36456
497	683.284	469.943	0	0	1111.5	-0.538946	0.360108
498	683.292	469.922	0	0	1111	-0.538185	0.357813
499	683.366	469.898	0	0	1113.5	-0.538035	0.3565
500	683.027	470.087	0	0	1105	-0.540213	0.358886
501	682.706	470.259	0	0	1094	-0.54065	0.358326
502	682.705	470.266	0	0	1095	-0.540706	0.358653
503	682.588	470.417	0	0	1091.5	-0.540368	0.367139
504	683.344	470.115	0	0	1124.5	-0.536656	0.35286
505	683.363	470.163	0	0	1122	-0.535302	0.354146
506	683.485	470.116	0	0	1125	-0.532746	0.355093
507	683.027	470.364	0	0	1114.5	-0.533877	0.359824
508	683.011	470.383	0	0	1115.5	-0.534322	0.360147
509	682.98	470.418	0	0	1112.5	-0.535251	0.359178
510	683.091	470.376	0	0	1118.5	-0.534331	0.361116
511	682.939	470.371	0	0	1106.5	-0.534602	0.364598
512	682.913	470.328	0	0	1102	-0.535352	0.365304
513	682.629	470.382	0	0	1093	-0.539986	0.369882
514	682.602	470.394	0	0	1090	-0.539705	0.368867
515	682.747	470.307	0	0	1095	-0.53953	0.362984
516	682.814	470.253	0	0	1097.5	-0.539293	0.361632
517	682.825	470.228	0	0	1102	-0.5395	0.356665
518	682.717	470.222	0	0	1095	-0.536515	0.358653
519	682.704	470.233	0	0	1100	-0.53596	0.360291
520	682.721	470.206	0	0	1098	-0.535537	0.359636
521	682.653	470.217	0	0	1100.5	-0.536653	0.362621
522	682.816	470.289	0	0	1098.5	-0.535102	0.361962
523	683.09	470.167	0	0	1102.5	-0.532557	0.35595
524	683.143	470.22	0	0	1112	-0.531474	0.352704
525	682.973	470.374	0	0	1100.5	-0.535183	0.362621
526	682.997	470.413	0	0	1100.5	-0.533331	0.362621
527	682.741	470.634	0	0	1091.5	-0.531192	0.362727
528	682.695	470.747	0	0	1092.5	-0.532938	0.363059
529	683.094	470.465	0	0	1097	-0.532286	0.35208
530	683.109	470.413	0	0	1102.5	-0.53202	0.35595
531	682.504	470.675	0	0	1089.5	-0.535668	0.369628
532	682.504	470.675	0	0	1089.5	-0.535668	0.369628
533	682.432	470.672	0	0	1089.5	-0.533688	0.369628
534	682.443	470.734	0	0	1087.5	-0.535594	0.36895
535	682.062	470.744	0	0	1095	-0.536666	0.366093
536	682.651	470.426	0	0	1104.5	-0.53232	0.36087
537	682.702	470.434	0	0	1104.5	-0.53255	0.36087
538	682.689	470.434	0	0	1105.5	-0.532386	0.361197
539	682.306	470.549	0	0	1094	-0.533905	0.362652
540	682.771	470.281	0	0	1113	-0.53027	0.354242
541	682.895	470.289	0	0	1110.5	-0.531364	0.35554
542	683.143	470.209	0	0	1110	-0.52761	0.350359
543	682.99	470.307	0	0	1105	-0.528858	0.355881
544	682.99	470.307	0	0	1105	-0.528858	0.355881
545	683.161	470.379	0	0	1108	-0.526933	0.349727
546	683.044	470.442	0	0	1107.5	-0.528061	0.347526
547	682.695	470.722	0	0	1086	-0.532242	0.358734
548	682.776	470.775	0	0	1093.5	-0.527471	0.359051
549	682.559	470.851	0	0	1105.5	-0.527489	0.359936
550	682.515	470.888	0	0	1104.5	-0.527915	0.35961
551	682.504	470.886	0	0	1105.5	-0.527782	0.359936
552	682.191	470.994	0	0	1088	-0.530983	0.363753
553	682.213	471.01	0	0	1086	-0.532044	0.363084
554	682.143	470.944	0	0	1083.5	-0.530566	0.364448
555	682.641	470.67	0	0	1075.5	-0.528562	0.361757
556	682.414	470.777	0	0	1069.5	-0.530538	0.367303
557	682.443	470.675	0	0	1069	-0.532133	0.364892
558	682.283	470.59	0	0	1069	-0.535287	0.364892
559	682.142	470.681	0	0	1077.5	-0.53218	0.36243
560	682.31	470.609	0	0	1072	-0.534038	0.361487
561	682.295	470.629	0	0	1080.5	-0.533451	0.366575
562	682.283	470.631	0	0	1081	-0.533252	0.364522
563	682.119	470.78	0	0	1085.5	-0.529996	0.365121
564	682.111	470.942	0	0	1081.5	-0.529529	0.363775
565	682.743	470.834	0	0	1081.5	-0.527309	0.363775
566	676.164	474.883	0	0	1039	-0.367812	0.37572
567	672.253	477.37	0	0	1028.5	-0.219987	0.378214
568	672.021	477.49	0	0	1021	-0.214049	0.381269
569	663.574	479.688	0	0	1049.5	-0.0707767	0.359456
570	659.664	480.123	0	0	1107	-0.0367404	0.308704
571	654.317	480.288	0	0	1093.5	0.00787582	0.288136
572	649.948	480.551	0	0	1081	0.041758	0.293028
573	647.822	480.484	0	0	1091	0.0636784	0.290319
574	647.789	480.5	0	0	1088	0.0637806	0.289521
575	644.843	480.289	0	0	1074.5	0.0906809	0.292858
576	643.788	480.033	0	0	1102.5	0.0958944	0.292725
577	638.443	479.605	0	0	997	0.137929	0.351415
578	635.937	478.934	0	0	930	0.10208	0.375271
579	621.561	480.277	0	0	984	-0.54461	0.373014
580	621.561	480.277	0	0	984	-0.54461	0.373014
581	612.829	484.915	0	0	1069.5	-0.666626	0.368624
582	608.764	487.603	0	0	1090.5	-0.68964	0.370742
583	601.814	492.272	0	0	1085	-0.728209	0.359144
584	596.932	495.591	0	0	1126	-0.742305	0.347407
585	591.832	499.111	0	0	1093.5	-0.760197	0.362331
586	591.869	499.081	0	0	1094	-0.760685	0.360325
587	588.977	500.932	0	0	1120	-0.763972	0.359676
588	587.804	501.284	0	0	1164.5	-0.762618	0.325408
589	584.605	503.368	0	0	1120.5	-0.765382	0.347726
590	583.916	503.308	0	0	1170	-0.756981	0.319113
591	583.098	503.307	0	0	1148	-0.762678	0.308739
592	583.187	503.187	0	0	1165.5	-0.760766	0.319628
593	581.894	504.521	0	0	1126.5	-0.779123	0.322301
594	580.007	506.262	0	0	1060.5	-0.783934	0.380756
595	580.169	506.271	0	0	1037	-0.788678	0.37662
596	579.998	506.221	0	0	1033.5	-0.788745	0.387458
597	580.127	505.893	0	0	1046	-0.793335	0.381295
598	580.124	505.891	0	0	1046.5	-0.793334	0.383896
599	579.892	506.099	0	0	1049	-0.789232	0.383806
600	581.988	503.745	0	0	1117.5	-0.803163	0.298914
601	581.833	503.966	0	0	1111	-0.80058	0.304396
602	581.842	503.847	0	0	1113.5	-0.799074	0.310152
603	582.329	503.384	0	0	1134.5	-0.806705	0.302106
604	582.091	503.646	0	0	1127.5	-0.806551	0.293867
605	582.223	503.61	0	0	1124	-0.801921	0.294524
606	582.081	503.717	0	0	1120	-0.803707	0.293476
607	581.944	504.143	0	0	1119.5	-0.800121	0.293997
608	582.106	503.994	0	0	1125.5	-0.800947	0.295572
609	580.065	506.459	0	0	1040.5	-0.782835	0.381695
610	580.113	506.443	0	0	1046.5	-0.782754	0.388804
611	582.569	503.73	0	0	1114.5	-0.80253	0.294914
612	582.054	504.29	0	0	1093.5	-0.798309	0.305978
613	582.07	504.238	0	0	1095	-0.798392	0.308099
614	582.399	503.853	0	0	1101	-0.796926	0.309787
615	582.402	503.835	0	0	1102	-0.797086	0.313536
616	582.376	503.802	0	0	1106.5	-0.795674	0.32015
617	582.286	503.915	0	0	1110	-0.797246	0.319364
618	580.919	505.208	0	0	1077	-0.787981	0.318432
619	581.01	505.081	0	0	1069.5	-0.790643	0.324301
620	581.157	504.857	0	0	1085.5	-0.78951	0.326489
621	581.306	504.619	0	0	1089	-0.790132	0.325672
622	581.294	504.607	0	0	1090	-0.790338	0.325971
623	580.476	505.503	0	0	1067	-0.786677	0.34847
624	580.195	505.877	0	0	1043.5	-0.785162	0.384219
625	580.202	505.883	0	0	1043	-0.785013	0.381611
626	579.983	506.06	0	0	1052	-0.782569	0.376727
627	580.058	506.107	0	0	1049.5	-0.781153	0.378193
628	580.103	506.126	0	0	1054	-0.782751	0.377443
629	579.672	506.661	0	0	1033	-0.784013	0.381355
630	579.699	506.673	0	0	1032	-0.782926	0.380985
631	580.079	506.307	0	0	1045.5	-0.782558	0.372068
632	579.68	506.753	0	0	1026.5	-0.781594	0.371836
633	579.598	506.814	0	0	1024.5	-0.780767	0.375826
634	579.632	506.782	0	0	1025	-0.781446	0.37364
635	579.701	506.742	0	0	1024.5	-0.782753	0.375826
636	579.408	507.115	0	0	1009.5	-0.780311	0.367591
637	579.493	506.828	0	0	993	-0.768309	0.388658
638	575.828	511.033	0	0	872	-0.223045	0.32685
639	567.937	510.305	0	0	909	0.539623	0.368475
640	567.942	510.316	0	0	907.5	0.539503	0.365431
641	564.412	507.945	0	0	969	0.61325	0.376971
642	560.091	504.284	0	0	988	0.640815	0.350479
643	556.999	501.051	0	0	1016.5	0.65892	0.354697
644	554.897	498.627	0	0	1020	0.681781	0.346411
645	552.784	496.228	0	0	1041	0.691607	0.350517
646	552.753	496.249	0	0	1044.5	0.691571	0.353839
647	546.013	489.843	0	0	999	0.779034	0.35256
648	539.234	482.44	0	0	1002	0.865768	0.380084
649	532.998	474.729	0	0	976	0.849705	0.375625
650	529.472	469.723	0	0	1003.5	0.813173	0.37964
651	526.787	465.688	0	0	1014	0.799557	0.365008
652	526.771	465.676	0	0	1016	0.79907	0.365728
653	523.942	462.269	0	0	1007	0.811902	0.386947
654	522.25	459.887	0	0	1021.5	0.821109	0.378103
655	521.746	458.964	0	0	1022	0.829966	0.372546
656	517.726	453.953	0	0	939.5	0.881566	0.39319
657	511.214	443.647	0	0	882.5	1.27775	0.388957
658	511.218	443.68	0	0	877.5	1.27669	0.386754
659	507.274	431.638	0	0	905.5	1.31487	0.362389
660	504.944	423.084	0	0	967.5	1.32856	0.339632
661	503.086	415.243	0	0	950	1.3425	0.334346
662	501.823	409.852	0	0	1009	1.34187	0.308842
663	500.179	401.927	0	0	940	1.33281	0.352886
664	500.24	401.994	0	0	936	1.33383	0.351384
665	499.683	398.307	0	0	954	1.3259	0.347317
666	499.259	395.182	0	0	965.5	1.34676	0.346212
667	496.768	382.186	0	0	836.5	1.49915	0.372068
668	494.866	368.035	0	0	919	1.32263	0.349465
669	493.934	362.739	0	0	961.5	1.33076	0.330499
670	493.902	362.909	0	0	938	1.32851	0.330122
671	491.475	350.876	0	0	934.5	1.33672	0.33094
672	489.452	341.288	0	0	960	1.34102	0.327971
673	488.206	334.216	0	0	1001.5	1.34204	0.317147
674	486.752	326.612	0	0	976	1.34582	0.329399
675	486.516	323.832	0	0	1039.5	1.35927	0.292829
676	486.521	323.983	0	0	1032.5	1.35804	0.293153
677	484.939	313.977	0	0	950.5	1.28522	0.342087
678	480.922	294.755	0	0	826	-1.48865	0.373023
679	482.772	277.262	0	0	886.5	-1.40016	0.321207
680	485.038	263.029	0	0	916.5	-1.36829	0.310097
681	487.275	250.172	0	0	928.5	-1.35148	0.295468
682	487.271	250.164	0	0	927.5	-1.3514	0.29515
683	489.727	237.372	0	0	914.5	-1.35309	0.326725
684	490.85	232.394	0	0	919.5	-1.35434	0.321614
685	492.531	224.048	0	0	900	-1.3688	0.318382
686	494.145	217.597	0	0	912.5	-1.38354	0.324821
687	495.233	213.532	0	0	905.5	-1.41106	0.314435
688	495.246	213.522	0	0	906.5	-1.40982	0.314782
689	496.507	208.698	0	0	890	-1.42483	0.326217
690	497.296	206.58	0	0	900.5	-1.42812	0.329203
691	497.665	205.247	0	0	884.5	-1.42137	0.316487
692	498.132	204.86	0	0	908.5	-1.40932	0.318243
693	498.293	204.334	0	0	907	-1.41189	0.316905
694	498.274	204.266	0	0	901.5	-1.41133	0.313046
695	498.162	204.909	0	0	888	-1.41059	0.316918
696	498.082	204.815	0	0	903.5	-1.41314	0.320445
697	498.037	205.312	0	0	920	-1.41549	0.321448
698	498.118	204.767	0	0	901	-1.41455	0.321557
699	498.219	204.564	0	0	900	-1.41784	0.324056
700	498.239	204.553	0	0	906	-1.41956	0.326216
701	498.244	204.564	0	0	905	-1.41942	0.325856
702	498.288	203.804	0	0	909	-1.41727	0.331442
703	498.302	203.802	0	0	907	-1.41743	0.330712
704	498.224	203.763	0	0	899	-1.41801	0.327795
705	498.226	203.716	0	0	898.5	-1.41799	0.329691
706	498.234	203.676	0	0	899	-1.41782	0.327795
707	498.251	203.745	0	0	898.5	-1.41811	0.322677
708	498.193	203.993	0	0	904.5	-1.41884	0.317994
709	498.207	204.023	0	0	905.5	-1.41879	0.318345
710	498.174	204.087	0	0	915.5	-1.41947	0.324701
711	498.201	204.169	0	0	913.5	-1.41901	0.323992
712	498.196	204.29	0	0	924	-1.41864	0.329766
713	498.222	204.281	0	0	923	-1.4178	0.329409
714	498.16	204.49	0	0	928	-1.41566	0.328287
715	497.896	202.399	0	0	850.5	1.5381	0.332292
716	495.276	190.812	0	0	900.5	0.916758	0.365446
717	489.376	184.225	0	0	979	0.891365	0.346762
718	484.263	178.4	0	0	988	0.903557	0.351229
719	483.988	178.138	0	0	998.5	0.899625	0.34968
720	479.988	173.568	0	0	980	0.887222	0.352769
721	477.387	170.802	0	0	1021	0.883904	0.332283
722	474.24	167.048	0	0	991.5	0.864811	0.355983
723	472.207	164.726	0	0	995	0.855291	0.351898
724	465.748	158.017	0	0	886	0.852868	0.37184
725	465.783	158.049	0	0	888.5	0.852695	0.370377
726	455.512	148.662	0	0	840.5	0.51154	0.342987
727	444.099	141.8	0	0	888	0.485924	0.327615
728	439.628	139.198	0	0	896	0.468486	0.330567
729	430.639	134.24	0	0	852.5	0.425347	0.328246
730	423.294	130.504	0	0	850	0.394867	0.321006
731	423.427	130.529	0	0	847.5	0.398164	0.322128
732	417.666	128.004	0	0	870.5	0.378376	0.306231
733	412.855	126.093	0	0	890	0.376347	0.312288
734	408.96	124.53	0	0	901	0.384944	0.312269
735	404.84	122.662	0	0	841.5	0.370454	0.325759
736	392.163	118.415	0	0	785	-0.0313619	0.332952
737	392.163	118.415	0	0	785	-0.0313619	0.332952
738	380.347	118.759	0	0	844.5	-0.186447	0.326707
739	373.036	119.267	0	0	849	-0.234873	0.31351
740	366.593	120.005	0	0	885	-0.264235	0.318171
741	362.854	120.236	0	0	896	-0.272363	0.305013
742	360.023	120.72	0	0	896	-0.280628	0.315341
743	360.089	120.753	0	0	894	-0.280235	0.314637
744	357.48	121.057	0	0	917.5	-0.280839	0.315375
745	355.602	121.27	0	0	906	-0.283598	0.309522
746	353.096	121.792	0	0	906.5	-0.298206	0.336359
747	353.917	121.585	0	0	894.5	-0.317179	0.328938
748	353.586	121.496	0	0	898	-0.320452	0.329359
749	353.562	121.51	0	0	897	-0.320155	0.328992
750	353.727	121.354	0	0	898	-0.318526	0.325228
751	353.876	121.351	0	0	890.5	-0.320424	0.32455
752	353.883	121.468	0	0	892.5	-0.320108	0.325279
753	353.956	121.464	0	0	893.5	-0.318987	0.329793
754	354.079	121.457	0	0	895	-0.317237	0.328259
755	354.079	121.457	0	0	895	-0.317237	0.328259
756	354.384	121.453	0	0	909	-0.318421	0.326302
757	354.287	121.511	0	0	908	-0.317516	0.325943
758	354.39	121.532	0	0	915	-0.316055	0.321544
759	354.457	121.579	0	0	916.5	-0.316661	0.320084
760	354.557	121.614	0	0	920	-0.31872	0.323301
761	354.519	121.576	0	0	915	-0.31831	0.321544
762	354.249	121.683	0	0	909.5	-0.319026	0.324447
763	354.173	121.596	0	0	907	-0.317405	0.321544
764	354.182	121.68	0	0	909	-0.317711	0.322253
765	354.098	121.605	0	0	899.5	-0.317036	0.31691
766	353.81	121.66	0	0	897	-0.31897	0.324866
767	353.826	121.658	0	0	897	-0.319276	0.324866
768	353.636	121.659	0	0	886.5	-0.317918	0.325996
769	353.641	121.666	0	0	882.5	-0.319893	0.324525
770	354.013	121.541	0	0	892	-0.318482	0.323055
771	354.337	121.43	0	0	896.5	-0.318107	0.319809
772	354.358	121.397	0	0	894	-0.316271	0.316935
773	354.317	121.396	0	0	894	-0.315924	0.316935
774	354.078	121.479	0	0	888	-0.316115	0.317598
775	354.008	121.493	0	0	887.5	-0.317216	0.319413
776	353.978	121.766	0	0	900.5	-0.317585	0.324091
777	354.32	121.604	0	0	904	-0.31373	0.316528
778	353.926	121.687	0	0	892.5	-0.316958	0.317221
779	353.875	121.704	0	0	890.5	-0.317273	0.31651
780	353.724	122.012	0	0	897.5	-0.314373	0.330041
781	353.94	121.745	0	0	890.5	-0.317752	0.320492
782	353.698	121.788	0	0	881	-0.316979	0.315094
783	353.834	121.696	0	0	881	-0.316783	0.315094
784	353.691	121.765	0	0	888	-0.31742	0.313664
785	353.706	121.747	0	0	888.5	-0.318071	0.315799
786	353.896	121.704	0	0	883.5	-0.319585	0.317973
787	353.913	121.683	0	0	881.5	-0.319693	0.317253
788	354.432	121.626	0	0	890	-0.313576	0.311626
789	353.901	121.615	0	0	885	-0.317063	0.316525
790	353.752	121.574	0	0	886.5	-0.312766	0.319053
791	354.061	121.476	0	0	892	-0.312082	0.3202
792	353.896	121.523	0	0	900	-0.315074	0.323072
793	354.106	121.615	0	0	908	-0.314909	0.321899
794	353.717	122.013	0	0	892	-0.311992	0.325949
795	353.961	121.756	0	0	897	-0.311394	0.320817
796	353.986	121.953	0	0	891.5	-0.319902	0.320852
797	353.629	122.074	0	0	902.5	-0.321239	0.317967
798	350.378	123.757	0	0	836.5	-0.592542	0.324335
799	345.059	128.633	0	0	903.5	-1.01861	0.337238
800	341.739	135.242	0	0	924	-1.07828	0.334856
801	340.353	138.535	0	0	940.5	-1.09301	0.33277
802	337.793	144.394	0	0	920.5	-1.13862	0.344872
803	337.679	144.442	0	0	920	-1.14027	0.346901
804	336.991	148.331	0	0	949	-1.16916	0.327234
805	336.562	150.85	0	0	935.5	-1.18854	0.324569
806	335.578	154.771	0	0	923	-1.21548	0.330825
807	335.905	155.888	0	0	924.5	-1.23543	0.329299
808	335.481	158.169	0	0	936.5	-1.25064	0.333573
809	335.719	157.607	0	0	950.5	-1.24756	0.328586
810	335.896	157.082	0	0	940	-1.24101	0.322968
811	335.606	157.277	0	0	905.5	-1.24335	0.342878
812	335.64	157.094	0	0	913.5	-1.24107	0.331199
813	335.652	157.135	0	0	914.5	-1.24019	0.331562
814	335.599	157.321	0	0	918.5	-1.24219	0.330067
815	335.59	157.377	0	0	920	-1.24287	0.332688
816	335.648	157.607	0	0	928	-1.24442	0.331401
817	335.63	157.868	0	0	926.5	-1.243	0.332942
818	335.661	157.855	0	0	929.5	-1.24309	0.341283
819	335.647	158.034	0	0	933	-1.24365	0.340408
820	335.776	157.782	0	0	941.5	-1.2409	0.338332
821	335.882	157.509	0	0	948	-1.23983	0.335572
822	335.899	157.61	0	0	943	-1.23804	0.333802
823	335.986	157.569	0	0	956.5	-1.23626	0.343723
824	336.003	157.549	0	0	954.5	-1.23496	0.343004
825	336.088	157.471	0	0	959.5	-1.23282	0.341765
826	336.114	157.332	0	0	956	-1.23384	0.3414
827	336.114	157.332	0	0	956	-1.23384	0.3414
828	336.023	157.484	0	0	954	-1.23536	0.340686
829	335.884	157.78	0	0	945	-1.23687	0.341728
830	335.902	157.714	0	0	945	-1.23561	0.344787
831	335.938	157.645	0	0	946.5	-1.23489	0.343164
832	335.804	157.768	0	0	947.5	-1.23487	0.343526
833	335.811	157.786	0	0	947	-1.23393	0.345516
834	336.265	157.218	0	0	933.5	-1.23991	0.345843
835	334.683	164.096	0	0	914	1.55126	0.326402
836	334.783	175.715	0	0	895	1.31714	0.341627
837	337.718	186.488	0	0	885	1.32044	0.335269
838	339.659	193.546	0	0	910.5	1.32819	0.32819
839	339.662	193.637	0	0	906.5	1.32737	0.326748
840	342.054	201.38	0	0	899	1.29463	0.340572
841	343.462	205.383	0	0	955	1.28905	0.326262
842	344.672	208.321	0	0	978.5	1.28175	0.323834
843	346.368	213.437	0	0	916.5	1.30534	0.332795
844	350.342	229.356	0	0	832.5	1.51672	0.345197
845	350.296	229.44	0	0	826.5	1.51672	0.33947
846	350.802	235.838	0	0	859	1.52315	0.323483
847	351.877	247.02	0	0	853	1.48923	0.33577
848	352.831	254.424	0	0	887	1.47267	0.328047
849	353.833	262.004	0	0	892	1.46445	0.334132
850	354.93	267.061	0	0	910.5	1.45305	0.3246
851	354.958	267.656	0	0	905.5	1.45665	0.322817
852	355.704	271.609	0	0	927.5	1.44971	0.331873
853	356.738	274.914	0	0	932.5	1.44664	0.326651
854	357.627	279.412	0	0	954.5	1.45826	0.338533
855	358.787	293.66	0	0	902	-1.47147	0.346693
856	358.639	303.954	0	0	930.5	-1.481	0.343231
857	358.643	304.011	0	0	931	-1.48136	0.345606
858	358.16	313.05	0	0	942	-1.50701	0.337936
859	357.937	320.475	0	0	928	-1.52042	0.335881
860	358.104	323.752	0	0	951	-1.53175	0.344205
861	358.113	328.403	0	0	949.5	-1.54765	0.337269
862	358.446	332.475	0	0	948	-1.56137	0.338844
863	358.451	332.632	0	0	951	-1.56087	0.339916
864	359.047	334.936	0	0	961.5	-1.56263	0.341532
865	359.469	337.206	0	0	939	-1.56628	0.324552
866	360.035	342.001	0	0	946	1.5165	0.357031
867	360.6	353.729	0	0	1013	1.02245	0.375706
868	364.594	361.343	0	0	1100	0.948551	0.361557
869	364.598	361.42	0	0	1092.5	0.948954	0.361254
870	368.354	367.268	0	0	1129.5	0.94967	0.341819
871	372.131	372.466	0	0	1132.5	0.948254	0.346703
872	375.014	376.347	0	0	1133	0.948641	0.344859
873	376.713	377.9	0	0	1174	0.962267	0.304753
874	377.871	379.345	0	0	1174.5	0.962677	0.301
875	377.961	379.371	0	0	1172.5	0.963709	0.297332
876	379.753	381.26	0	0	1185	0.959233	0.314269
877	381.781	383.554	0	0	1194.5	0.940735	0.312711
878	387.995	391.552	0	0	1106.5	0.846338	0.378088
879	394.756	400.098	0	0	1146.5	0.758928	0.349313
880	402.166	407.182	0	0	1149	0.793009	0.3721
881	402.209	407.193	0	0	1149	0.793278	0.376567
882	408.441	413.173	0	0	1135.5	0.792965	0.367353
883	413.477	418.065	0	0	1130	0.798735	0.376689
884	417.648	421.918	0	0	1101.5	0.814061	0.366808
885	419.846	423.5	0	0	1145	0.821407	0.313712
886	421.073	424.357	0	0	1193.5	0.820066	0.320256
887	421.078	424.345	0	0	1191.5	0.819968	0.319719
888	427.756	430.458	0	0	1044	0.794928	0.381149
889	431.894	435.034	0	0	1034	0.582269	0.362816
890	443.746	442.656	0	0	1011.5	0.261764	0.356369
891	455.913	446.521	0	0	986	0.233192	0.355787
892	464.691	449.18	0	0	996	0.221898	0.340269
893	464.712	449.19	0	0	995	0.221659	0.339928
894	469.919	450.34	0	0	1052	0.223012	0.298001
895	475.344	451.6	0	0	1061	0.217395	0.292637
896	480.532	452.414	0	0	1091.5	0.217044	0.288515
897	484.621	453.046	0	0	1090	0.211773	0.289674
898	488.247	453.504	0	0	1092.5	0.220449	0.296422
899	491.539	453.892	0	0	1085.5	0.216142	0.305787
